ï»¿dummy        {'dummy', 'LANG:EN'}
juokse-         {'LANG:FI', 'SPEC:TO/inf', '-SPEC:FORCE', 'SPEC:P', '-VAL', 'PF:juokse-', '-COMP:N', 'ARG', 'SPEC:ADV', 'PHI:DET:_', 'LF:run', 'PHI:NUM:_', '-SPEC:T/fin', 'V', '-COMP:V', 'COMP:P', '-COMP:v', 'ASP', 'PHI:PER:_'}
kaksi           {'LANG:FI', 'PHI:NUM:_', 'SPEC:*', '-VAL', 'PF:kaksi', 'NUM', 'PHI:NUM:SG', 'TAIL:ARG,VAL,FIN', 'ARG', 'COMP:N', 'LF:two', 'COMP:n', 'PHI:DET:_', 'PHI:PER:_'}
kaksi           {'TAIL:*POL:NEG', 'LANG:EN', 'SPEC:*', 'PF:kaksi', 'NUM', 'TAIL:ARG,ASP:BOUNDED', 'COMP:N', 'LF:two', 'COMP:n'}
kaksi_1         {'LANG:FI', 'PHI:NUM:_', 'SPEC:*', '-VAL', 'PF:kaksi', 'NUM', 'PHI:NUM:SG', 'TAIL:ARG,VAL,FIN', 'ARG', 'COMP:N', 'LF:two', 'COMP:n', 'PHI:DET:_', 'PHI:PER:_'}
kaksi_2         {'TAIL:*POL:NEG', 'LANG:EN', 'SPEC:*', 'PF:kaksi', 'NUM', 'TAIL:ARG,ASP:BOUNDED', 'COMP:N', 'LF:two', 'COMP:n'}
kahdet          ['LANG:FI']
kahden          ['LANG:FI']
kaksi-          {'LANG:FI', 'COMP:N', 'SPEC:*', 'LF:two', 'COMP:n', 'PF:kaksi', 'NUM'}
kaupunkia       ['LANG:EN']
kaupunki        {'LANG:FI', 'PF:kaupunki', '-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', 'LF:city', '-SPEC:V', '-COMP:N', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', '-COMP:WH', '-COMP:AUX', 'COMP:R', '-SPEC:ADV', '-SPEC:T/fin', 'N', '-COMP:P', 'COMP:T/prt', '-SPEC:N', '-COMP:V', '-SPEC:uWH', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:A', '-COMP:v', '-COMP:C/fin'}
kaski           ['LANG:FI']
kaskee          ['LANG:FI']
kaske-          {'LANG:FI', 'SPEC:TO/inf', '-SPEC:FORCE', 'SEM:external', 'SPEC:P', '!COMP:A/inf', '-VAL', '-COMP:N', 'ARG', 'SPEC:ADV', 'PHI:DET:_', 'PHI:NUM:_', '-SPEC:T/fin', 'V', '-COMP:V', 'COMP:P', 'LF:order', '-COMP:v', 'PF:kaske', 'ASP', 'PHI:PER:_'}
kellon          ['LANG:FI']
kellon          ['LANG:FI']
kellon_n        ['LANG:FI']
kellon_N        ['LANG:FI']
kelloja         ['LANG:FI']
kello           ['LANG:FI']
kello-          {'LANG:FI', '-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-SPEC:V', '-COMP:N', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', 'PF:kello', '-COMP:WH', '-COMP:AUX', 'COMP:R', '-SPEC:ADV', '-SPEC:T/fin', 'LF:watch', 'N', 'COMP:T/prt', '-SPEC:N', '-COMP:V', 'COMP:P', '-SPEC:uWH', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:A', '-COMP:v', '-COMP:C/fin'}
kello0-         {'2SPEC', 'LANG:FI', '0', 'LF:watch', 'PF:kello', 'SPEC:D'}
keta            ['LANG:FI']
kenen           ['LANG:FI']
key             {'-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-SPEC:V', '-COMP:N', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', '-COMP:WH', 'LF:key', '-COMP:AUX', 'COMP:R', 'PF:key', 'LANG:EN', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'COMP:T/prt', '-SPEC:N', '-COMP:V', 'COMP:P', '-SPEC:uWH', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:A', '-COMP:v', '-COMP:C/fin'}
kirja           ['LANG:FI']
kirjan          ['LANG:FI']
kirjaa          ['LANG:FI']
kirja-          {'LANG:FI', '-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-SPEC:V', '-COMP:N', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', '-SEM:directional', '-COMP:WH', 'LF:book', 'PF:kirja', '-COMP:AUX', 'COMP:R', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'COMP:T/prt', '-SPEC:N', '-COMP:V', 'COMP:P', '-SPEC:uWH', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:A', '-COMP:v', '-COMP:C/fin'}
knows           ['LANG:EN']
know-           {'SPEC:TO/inf', 'LF:know', '-SPEC:FORCE', 'COMP:D', '!COMP:*', 'SPEC:P', '-VAL', '-COMP:N', 'ARG', 'SPEC:ADV', 'PHI:DET:_', 'PHI:GEN:_', 'PHI:NUM:_', 'LANG:EN', '-SPEC:T/fin', 'V', '-COMP:P', 'PF:know', '-COMP:V', 'COMP:P', 'CLASS:TR', '-COMP:v', 'ASP', 'PHI:PER:_'}
kohti           {'LANG:FI', '-SPEC:FORCE', '-SPEC:C', '-COMP:ADV', 'COMP:D', '!COMP:*', '-VAL', '-SPEC:iR', 'LF:towards', '-SPEC:V', '-COMP:N', '-SPEC:INF', 'ARG', '-SPEC:Neg/fin', 'adjoinable', '-SPEC:P', '-SPEC:v', '-COMP:T/fin', 'PHI:DET:_', 'TAIL:V', '-COMP:uWH', 'PHI:NUM:_', '-SPEC:ADV', 'SPEC:*', '-SPEC:T/fin', '-COMP:T', '-SPEC:N', '-SPEC:iWH', '-COMP:A', '-SPEC:C/fin', 'PF:kohti', 'P', 'PHI:PER:_'}
koko            {'LANG:FI', '-SPEC:C', '-COMP:D', '!COMP:*', '!PROBE:N', '-SPEC:V', '-SPEC:INF', '-COMP:uR', '-SPEC:Neg/fin', '-SPEC:P', 'TAIL:T', '-COMP:T/fin', '-SPEC:T/fin', 'LF:all', '-COMP:P', 'PF:koko', 'D', '-ARG', 'COMP:N', '-SPEC:MA/lla', 'adjoinable', 'OP'}
kuka            ['LANG:FI']
kuka-           {'LANG:FI', '-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-SPEC:V', '-COMP:N', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', '-COMP:WH', '-COMP:AUX', 'COMP:R', '-SPEC:ADV', 'PF:kuka', '-SPEC:T/fin', 'N', 'COMP:T/prt', '-SPEC:N', '-COMP:V', 'COMP:P', '-SPEC:uWH', '-COMP:VA/inf', 'PHI', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:A', '-COMP:v', 'LF:who', '-COMP:C/fin'}
kuorsaa         ['LANG:FI']
kuorsaamalla    ['LANG:FI']
kuorsaa-        {'LANG:FI', 'SPEC:TO/inf', '-SPEC:FORCE', '-COMP:D', 'SPEC:P', '-VAL', '-COMP:N', 'ARG', 'SPEC:ADV', '-COMP:T/fin', '-COMP:WH', 'LF:snore', 'PF:kuorsaa', 'PHI:DET:_', 'PHI:NUM:_', '-SPEC:T/fin', 'V', '-COMP:V', 'COMP:P', '-COMP:v', 'ASP', 'PHI:PER:_'}
lahella         {'-SPEC:FORCE', '-SPEC:C', '-COMP:ADV', 'COMP:D', 'PF:lahella', '-SPEC:iR', '-COMP:N', '!SPEC:*', '-SPEC:Neg/fin', '-SPEC:v', '-SPEC:ADV', 'SPEC:*', '-SPEC:T/fin', '-SPEC:N', '-SPEC:iWH', '-SPEC:C/fin', 'INF', 'P', 'PHI:PER:_', '-COMP:C/fin', 'LANG:FI', '!COMP:*', '-SPEC:V', '-SPEC:INF', 'ARG', '-SPEC:P', '-COMP:T/fin', 'PHI:DET:_', '-COMP:uWH', 'PHI:NUM:_', 'COMP:v', '!SPEC:D', '-COMP:T', '-COMP:A', 'VAL', '-COMP:FORCE', 'adjoinable', 'LF:near', 'COMP:V'}
lahella         {'LANG:FI', '-SPEC:FORCE', '-SPEC:C', '-COMP:ADV', 'COMP:D', '!COMP:*', '-VAL', 'PF:lahella', '-SPEC:iR', '-SPEC:V', '-COMP:N', '-SPEC:INF', 'ARG', '-SPEC:Neg/fin', 'adjoinable', '-SPEC:P', '-SPEC:v', '-COMP:T/fin', 'PHI:DET:_', '-COMP:uWH', 'PHI:NUM:_', '!COMP:D', '-SPEC:ADV', 'SPEC:*', '-SPEC:T/fin', '-COMP:T', '-SPEC:N', '-SPEC:iWH', '-COMP:A', '-SPEC:C/fin', 'P', 'PHI:PER:_', 'LF:near'}
lahella_1       {'LANG:FI', '-SPEC:FORCE', '-SPEC:C', '-COMP:ADV', 'COMP:D', '!COMP:*', '-VAL', 'PF:lahella', '-SPEC:iR', '-SPEC:V', '-COMP:N', '-SPEC:INF', 'ARG', '-SPEC:Neg/fin', 'adjoinable', '-SPEC:P', '-SPEC:v', '-COMP:T/fin', 'PHI:DET:_', '-COMP:uWH', 'PHI:NUM:_', '!COMP:D', '-SPEC:ADV', 'SPEC:*', '-SPEC:T/fin', '-COMP:T', '-SPEC:N', '-SPEC:iWH', '-COMP:A', '-SPEC:C/fin', 'P', 'PHI:PER:_', 'LF:near'}
lahella_2       {'-SPEC:FORCE', '-SPEC:C', '-COMP:ADV', 'COMP:D', 'PF:lahella', '-SPEC:iR', '-COMP:N', '!SPEC:*', '-SPEC:Neg/fin', '-SPEC:v', '-SPEC:ADV', 'SPEC:*', '-SPEC:T/fin', '-SPEC:N', '-SPEC:iWH', '-SPEC:C/fin', 'INF', 'P', 'PHI:PER:_', '-COMP:C/fin', 'LANG:FI', '!COMP:*', '-SPEC:V', '-SPEC:INF', 'ARG', '-SPEC:P', '-COMP:T/fin', 'PHI:DET:_', '-COMP:uWH', 'PHI:NUM:_', 'COMP:v', '!SPEC:D', '-COMP:T', '-COMP:A', 'VAL', '-COMP:FORCE', 'adjoinable', 'LF:near', 'COMP:V'}
lahtee          ['LANG:FI']
lahtea          ['LANG:FI']
lahtemaan       ['LANG:FI']
lahtevan        ['LANG:FI']
lahtevansa      ['LANG:FI']
lahtevani       ['LANG:FI']
lahtemassa      ['LANG:FI']
lahtematta      ['LANG:FI']
lahtemalla      ['LANG:FI']
lahtiessa       ['LANG:FI']
lahtiessaan     ['LANG:FI']
lahdettyaan     ['LANG:FI']
lahdettya       ['LANG:FI']
lahde           ['LANG:FI']
lahti           ['LANG:FI']
lahte-          {'LANG:FI', 'SPEC:TO/inf', '-SPEC:FORCE', '-COMP:D', 'SPEC:P', '-VAL', 'PF:lahtea', '-COMP:N', 'ARG', '-COMP:MA/inf', 'LF:leave', 'SPEC:ADV', 'PHI:DET:_', 'CLASS:INTR', 'PHI:NUM:_', '-SPEC:T/fin', 'V', 'SPEC:D', '-COMP:V', 'COMP:P', 'COMP:PP', '-COMP:v', 'ASP', 'PHI:PER:_'}
lavano          ['LANG:IT']
lava-           {'SPEC:TO/inf', '-SPEC:FORCE', 'COMP:D', '!COMP:*', 'SPEC:P', '-VAL', '-COMP:N', 'ARG', 'PF:lava', 'SPEC:ADV', 'PHI:DET:_', 'PHI:GEN:_', 'PHI:NUM:_', '-SPEC:T/fin', 'V', '-COMP:V', 'COMP:P', 'LANG:IT', 'LF:wash', '-COMP:v', 'ASP', 'PHI:PER:_'}
lavato          ['LANG:IT']
lavata          ['LANG:IT']
lavare          ['LANG:IT']
lavati          ['LANG:IT']
lavando         ['LANG:IT']
lavo            ['LANG:IT']
lavi            ['LANG:IT']
lava            ['LANG:IT']
le              {'-SPEC:C', '-COMP:D', '!COMP:*', '!PROBE:N', '-SPEC:V', '-SPEC:INF', '-COMP:uR', '-SPEC:Neg/fin', '-SPEC:P', 'PF:le', '-COMP:T/fin', '-SPEC:T/fin', '-COMP:P', 'D', '-ARG', 'LANG:IT', 'COMP:N', 'LF:D', '-SPEC:MA/lla', 'adjoinable', 'OP'}
leaves          ['LANG:EN']
leave           {'SPEC:TO/inf', '-SPEC:FORCE', 'SPEC:P', '-VAL', '-COMP:N', 'PHI:PER:_', 'ARG', 'SPEC:ADV', 'LF:leave', '-COMP:T/fin', 'PHI:DET:_', 'PHI:GEN:_', 'PHI:NUM:_', 'LANG:EN', '!SPEC:D', '-SPEC:T/fin', 'V', '-COMP:V', 'COMP:P', '-COMP:v', 'ASP', 'PF:leave'}
leave-          {'SPEC:TO/inf', '-SPEC:FORCE', 'SPEC:P', '-VAL', '-COMP:N', 'PHI:PER:_', 'ARG', 'SPEC:ADV', 'LF:leave', '-COMP:T/fin', 'PHI:DET:_', 'PHI:GEN:_', 'PHI:NUM:_', 'LANG:EN', '!SPEC:D', '-SPEC:T/fin', 'V', '-COMP:V', 'COMP:P', '-COMP:v', 'ASP', 'PF:leave'}
like-           {'SPEC:TO/inf', '-SPEC:FORCE', 'SPEC:P', '-VAL', 'LF:like', '-COMP:N', 'ARG', 'SPEC:ADV', 'PHI:DET:_', 'PHI:GEN:_', 'PHI:NUM:_', 'LANG:EN', '!COMP:D', '-SPEC:T/fin', 'V', '-COMP:V', 'PF:like', 'COMP:P', '-COMP:v', 'ASP', 'PHI:PER:_'}
likes           ['LANG:EN']
like            {'SPEC:TO/inf', '-SPEC:FORCE', 'SPEC:P', '-VAL', 'LF:like', '-COMP:N', 'ARG', 'SPEC:ADV', 'PHI:DET:_', 'PHI:GEN:_', 'PHI:NUM:_', 'LANG:EN', '!COMP:D', '-SPEC:T/fin', 'V', '-COMP:V', 'PF:like', 'COMP:P', '-COMP:v', 'ASP', 'PHI:PER:_'}
little          ['LANG:EN']
little-         {'LF:little', '0', 'LANG:EN', 'PF:little-', '2SPEC', 'SPEC:D'}
lle             {'LANG:FI', 'TAIL:V,+SEM:directional', '-SPEC:FORCE', 'LF:for', '-SPEC:C', '-COMP:ADV', 'COMP:D', '!COMP:*', '-VAL', '-SPEC:iR', '-SPEC:V', '-COMP:N', '-SPEC:INF', 'ARG', '-SPEC:Neg/fin', 'adjoinable', '-SPEC:P', '-SPEC:v', '-COMP:T/fin', 'PHI:DET:_', '+SEM:directional', 'PF:P(lle)', '-COMP:uWH', '-SPEC:*', 'PHI:NUM:_', '-SPEC:ADV', '-SPEC:T/fin', '-COMP:T', '-SPEC:N', '-SPEC:iWH', '-COMP:A', '-SPEC:C/fin', 'P', 'PHI:PER:_'}
lla             {'LANG:FI', '-SPEC:FORCE', '-SPEC:C', '-COMP:ADV', 'COMP:D', '!COMP:*', '-VAL', '-SPEC:iR', '-SPEC:V', '-COMP:N', '-SPEC:INF', 'ARG', '-SPEC:Neg/fin', 'adjoinable', '-SPEC:P', 'TAIL:T', 'TAIL:*V', '-SPEC:v', '-COMP:T/fin', 'PHI:DET:_', '-COMP:uWH', 'PF:P(lla)', 'PHI:NUM:_', '-SPEC:ADV', 'SPEC:*', '-SPEC:T/fin', '-COMP:T', '-SPEC:N', '-SPEC:iWH', '-COMP:A', '-SPEC:C/fin', 'LF:by', 'P', 'PHI:PER:_'}
Luisa           ['LANG:IT']
Luisa-          {'-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-SPEC:V', '-COMP:N', 'PF:Luisa', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', '-SEM:directional', '-COMP:WH', '-COMP:AUX', 'COMP:R', 'LF:Luisa', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'COMP:T/prt', '-SPEC:N', '-COMP:V', 'COMP:P', '-SPEC:uWH', 'LANG:IT', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:A', '-COMP:v', '-COMP:C/fin'}
lukemalla       ['LANG:FI']
lukee           ['LANG:FI']
luke-           {'LANG:FI', 'SPEC:TO/inf', '-SPEC:FORCE', 'LF:read', 'COMP:D', '!COMP:*', 'SPEC:P', '-VAL', '-COMP:N', 'ARG', 'PF:luke', 'SPEC:ADV', 'PHI:DET:_', 'PHI:NUM:_', '-SPEC:T/fin', 'V', '-COMP:P', '-COMP:V', 'COMP:P', 'CLASS:TR', '-COMP:v', 'ASP', 'PHI:PER:_'}
loydetty        ['LANG:FI']
loydettiin      ['LANG:FI']
loysimme        ['LANG:FI']
loysi           ['LANG:FI']
loytaa          ['LANG:FI']
loyta-          {'LANG:FI', 'SPEC:TO/inf', '-SPEC:FORCE', 'COMP:D', 'PF:loyta-', '!COMP:*', 'SPEC:P', '-VAL', '-COMP:N', 'ARG', 'SPEC:ADV', 'PHI:DET:_', 'PHI:NUM:_', '!COMP:D', '-SPEC:T/fin', 'V', '-COMP:P', 'LF:find', '-COMP:V', 'COMP:P', 'CLASS:TR', '-COMP:v', 'ASP:BOUNDED', 'ASP', 'PHI:PER:_'}
Mary            ['LANG:EN']
Mary-           {'-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-COMP:N', '-COMP:WH', '-COMP:AUX', 'COMP:R', 'LANG:EN', '-SPEC:ADV', '-SPEC:T/fin', 'N', '-SPEC:N', '-COMP:V', 'COMP:P', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', 'PF:Mary', '-COMP:C/fin', 'LF:Mary', '-SPEC:V', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', '-SEM:directional', 'COMP:T/prt', '-SPEC:uWH', '-COMP:A', '-adjoinable', '-COMP:v'}
Merja           ['LANG:FI']
Merjan          ['LANG:FI']
Merjan_acc      ['LANG:FI']
Merja_0acc      ['LANG:FI']
Merjan_gen      ['LANG:FI']
Merjan_poss     ['LANG:FI']
Merjaa          ['LANG:FI']
Merja-          {'-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-COMP:N', '-COMP:WH', '-COMP:AUX', 'COMP:R', '-SPEC:ADV', '-SPEC:T/fin', 'N', '-SPEC:N', '-COMP:V', 'COMP:P', 'LF:Merja', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:C/fin', 'LANG:FI', '-SPEC:V', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', '-SEM:directional', 'COMP:T/prt', '-SPEC:uWH', '-COMP:A', 'PF:Merja', '-adjoinable', '-COMP:v'}
Merjalle        ['LANG:EN']
Merjalla        ['LANG:EN']
malla           {'MA/inf', 'LANG:FI', '-SPEC:FORCE', 'COMP:v', 'SPEC:*', '-SPEC:T/fin', '-SPEC:N', '-SPEC:Neg/fin', 'adjoinable', 'LF:by', 'TAIL:T', 'ADV', 'PF:malla'}
meren           ['LANG:FI']
mere-           {'LANG:FI', '-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-SPEC:V', '-COMP:N', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', '-COMP:WH', '-COMP:AUX', 'COMP:R', 'PF:meri', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'COMP:T/prt', '-SPEC:N', '-COMP:V', 'COMP:P', '-SPEC:uWH', 'LF:ocean', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:A', '-COMP:v', '-COMP:C/fin'}
mies            {'LANG:FI', '-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-SPEC:V', '-COMP:N', '-SPEC:INF', 'PF:mies', 'SPEC:A', 'COMP:R/D', '-SPEC:P', '-COMP:WH', '-COMP:AUX', 'COMP:R', 'LF:man', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'COMP:T/prt', '-SPEC:N', '-COMP:V', 'COMP:P', '-SPEC:uWH', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:A', '-COMP:v', '-COMP:C/fin'}
mistake         {'-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', 'PF:mistake', '-SPEC:V', '-COMP:N', '-SPEC:INF', 'SPEC:A', '-COMP:C/fin', 'COMP:R/D', '-SPEC:P', '-COMP:WH', '-COMP:AUX', 'COMP:R', 'LANG:EN', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'COMP:T/prt', '-SPEC:N', '-COMP:V', 'COMP:P', '-SPEC:uWH', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:A', '-COMP:v', 'LF:mistake'}
minka           ['LANG:FI']
mika            ['LANG:FI']
mika-           {'LANG:FI', '-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', 'LF:what', '-COMP:N', '-SPEC:V', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', '-COMP:WH', '-COMP:AUX', 'COMP:R', '-SPEC:ADV', '-SPEC:T/fin', 'PF:mika-', 'N', 'COMP:T/prt', '-SPEC:N', '-COMP:V', 'COMP:P', '-SPEC:uWH', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:A', '-COMP:v', '-COMP:C/fin'}
mita            ['LANG:FI']
moved           ['LANG:EN']
move'           ['LANG:EN']
move-           {'SPEC:TO/inf', '-SPEC:FORCE', 'COMP:D', 'LANGN:EN', '!COMP:*', 'SPEC:P', '-VAL', '-COMP:N', 'ARG', 'SPEC:ADV', 'PHI:DET:_', '+SEM:directional', 'PHI:GEN:_', 'PHI:NUM:_', 'LF:move', 'PF:move', '-SPEC:T/fin', 'V', '-COMP:P', '-COMP:V', 'COMP:P', 'CLASS:TR', '-COMP:v', 'ASP', 'PHI:PER:_'}
mukavasti       ['LANG:EN']
mukava-         {'LANG:FI', '0', 'LF:comfortably', 'SPEC:D', '2SPEC', 'PF:mukavasti'}
must            {'LF:must', '-SPEC:C', 'SPEC:TO/inf', '!PROBE:V', '!COMP:*', '-COMP:INF', 'SPEC:FORCE', '-SPEC:V', 'ARG', '!SPEC:*', '-SPEC:v', 'SPEC:C/fin', '-COMP:T/fin', 'T/fin', 'PHI:DET:_', 'PHI:GEN:_', 'COMP:Neg', 'COMP:V', 'LANG:EN', 'MODAL', '-SPEC:T/fin', 'COMP:v', 'PHI:NUM:_', 'COMP:T/prt', 'SPEC:*', '-SPEC:N', 'SPEC:D', '-SPEC:Neg', '-SPEC:TO/inf', 'FIN', 'VAL', 'T', 'PHI:PER:_', 'PF:must'}
myi             ['LANG:FI']
myynyt          ['LANG:FI']
myyda           ['LANG:FI']
myy-            {'LANG:FI', 'SPEC:TO/inf', '-SPEC:FORCE', 'COMP:D', '!COMP:*', 'SPEC:P', '-VAL', '-COMP:N', 'ARG', 'SPEC:ADV', 'LF:sell', '-COMP:T/fin', 'PF:myy', 'PHI:DET:_', 'PHI:NUM:_', '-SPEC:T/fin', 'V', '-COMP:P', '-COMP:V', 'COMP:P', 'CLASS:TR', '-COMP:v', 'ASP:BOUNDED', 'ASP', 'PHI:PER:_'}
naki            ['LANG:FI']
nakee           ['LANG:FI']
nake-           {'LANG:FI', 'SPEC:TO/inf', '-SPEC:FORCE', 'COMP:D', '!COMP:*', 'SPEC:P', '-VAL', '-COMP:MA/ssa', '-COMP:N', 'ARG', 'SPEC:ADV', 'PHI:DET:_', 'PHI:NUM:_', 'PF:nake', '-SPEC:T/fin', 'V', 'LF:see', '-COMP:P', '-COMP:V', '-COMP:ESSA/inf', 'COMP:P', 'CLASS:TR', '-COMP:MA/tta', '-COMP:v', 'ASP:BOUNDED', 'ASP', 'PHI:PER:_'}
nayttaa         ['LANG:FI']
naytta-         {'LANG:FI', 'SPEC:TO/inf', '-SPEC:FORCE', '!COMP:VA/inf', 'LF:seem', 'SPEC:P', '-COMP:N', 'SEM:internal', 'SPEC:ADV', '!SPEC:D', '-SPEC:T/fin', 'V', '-ARG', '-COMP:V', 'COMP:P', 'PF:naytta', 'VAL', '-COMP:v', 'ASP'}
ndo             {'-COMP:T/fin', 'LANG:EN', 'COMP:v', 'PRG', '-SPEC:T/fin', 'LF:ing', '?ARG', '!COMP:*', '-SPEC:V', 'VAL', 'PF:PRG', '-COMP:FORCE', 'INF', '-COMP:C/fin', 'COMP:V'}
ne              {'LF:those', 'LANG:FI', '-SPEC:C', '-COMP:D', '!COMP:*', '!PROBE:N', '-SPEC:V', '-SPEC:INF', '-COMP:uR', '-SPEC:Neg/fin', '-SPEC:P', '-SPEC:MA/lla', '-COMP:T/fin', 'PHI:NUM:PL', 'PHI:PER:3', '-SPEC:T/fin', '-COMP:P', 'D', '-ARG', 'COMP:N', 'PF:ne', 'adjoinable', 'OP'}
niiden          ['LANG:EN']
nen             {'LANG:FI', 'SPEC:*', 'TAIL:D', 'LF:ing', 'A', 'COMP:0', '-SPEC:A', 'PF:a', '-SPEC:D'}
not             {'PHI:NUM:_', '-COMP:D', 'LF:not', '-SPEC:T/fin', 'POL:NEG', 'Neg', '-VAL', '-COMP:FIN', 'SPEC:*', '-COMP:C', '!COMP:*', 'PF:not', 'LANG:EN', 'ARG', 'PHI:DET:_', 'PHI:GEN:_', 'PHI:PER:_'}
nukahti         ['LANG:FI']
nukkunut        ['LANG:FI']
nukuttiin       ['LANG:FI']
nukkua          ['LANG:FI']
nukkui          ['LANG:FI']
nukkuu          ['LANG:FI']
nukku-          {'LANG:FI', 'SPEC:TO/inf', '-SPEC:FORCE', '-COMP:D', 'SPEC:P', '-VAL', '-COMP:N', '-COMP:MA/inf', 'ARG', 'SPEC:ADV', '-COMP:T/fin', 'LF:sleep', 'PHI:DET:_', 'CLASS:INTR', 'PHI:NUM:_', '-COMP:T', '-SPEC:T/fin', 'V', 'PF:nukku', 'SPEC:D', '-COMP:V', 'COMP:P', '-COMP:Neg/fin', '-COMP:v', 'ASP', 'PHI:PER:_'}
ollut           ['LANG:FI']
on'             ['LANG:FI']
on'             ['LANG:FI']
omaisuutensa    ['LANG:FI']
omaisuuttaan    ['LANG:FI']
omaisuus-       {'LANG:FI', '-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', '-SPEC:V', '-COMP:N', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', '-COMP:WH', '-COMP:AUX', 'COMP:R', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'COMP:T/prt', '-SPEC:N', '-COMP:V', 'COMP:P', '-SPEC:uWH', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:A', 'PF:omaisuuden', '-COMP:v', '-COMP:C/fin', 'LF:possessions'}
operatoria      ['LANG:IT']
operatoria-     {'LANG:IT', '0', 'LF:operation', '2SPEC', 'SPEC:D', 'PF:operatoria'}
ostaa           ['LANG:FI']
osta-           {'LANG:FI', 'SPEC:TO/inf', '-SPEC:FORCE', 'COMP:D', '!COMP:*', 'SPEC:P', '-VAL', '-COMP:N', 'ARG', 'SPEC:ADV', 'PHI:DET:_', 'LF:buy', 'PHI:NUM:_', 'PF:osta', '-SPEC:T/fin', 'V', '-COMP:P', '-COMP:V', 'COMP:P', 'CLASS:TR', '-COMP:v', 'ASP:BOUNDED', 'ASP', 'PHI:PER:_'}
paivan          ['LANG:EN']
paivaa          ['LANG:EN']
paiva           ['LANG:EN']
paiva-          {'LANG:FI', '-SPEC:FORCE', '-SPEC:R', 'COMP:D/rel', 'LF:day', '-COMP:N', '-SPEC:V', '-SPEC:INF', 'SPEC:A', 'COMP:R/D', '-SPEC:P', '-COMP:WH', '-COMP:AUX', 'COMP:R', 'SEM:nonreferential', '-SPEC:ADV', '-SPEC:T/fin', 'N', 'COMP:T/prt', '-SPEC:N', '-COMP:V', 'COMP:P', '-SPEC:uWH', 'PF:paiva', '-COMP:VA/inf', 'COMP:C', '-SPEC:C/fin', 'COMP:uR', '-COMP:A', '-COMP:v', '-COMP:C/fin'}
