ï»¿dummy        {'LANG:EN', 'dummy'}
joka-           {'-COMP:C/fin', 'PHI_N', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-COMP:*', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', 'LANG:FI', 'LF:who', '-SPEC:ADV', '-SPEC:FORCE', '-SPEC:V', '-COMP:v', 'COMP:uR', '-COMP:VA/inf', 'COMP:T/prt', '-COMP:A', '-SPEC:N', 'N', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-COMP:V', 'COMP:P', 'PF:joka', 'SPEC:A', '-SPEC:C/fin', '-COMP:WH'}
Jukka           ['LANG:FI', '-SEM:directional', 'LANG:FI']
Jukkaa          ['LANG:FI', '-SEM:directional']
Jukka-          {'-COMP:C/fin', '-COMP:A', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', 'PF:Jukka', '-SPEC:N', 'N', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', 'LANG:FI', '-SPEC:ADV', 'LF:Jukka', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-SPEC:V', '-COMP:V', '-COMP:v', 'COMP:P', 'COMP:uR', 'SPEC:A', '-COMP:VA/inf', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:WH', '-SEM:directional'}
juosten         ['LANG:FI']
juoksee         ['LANG:FI']
juokse-         {'PF:juokse-', '-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'LANG:FI', 'PHI:NUM:_', 'SPEC:ADV', '-SPEC:T/fin', '-SPEC:FORCE', 'LF:run', 'ASP', '-COMP:V', '-COMP:v', 'COMP:P', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', 'PHI:PER:_'}
kaksi           {'LF:two', 'SPEC:*', '-VAL', 'COMP:N', 'PHI:GEN:_', 'NUM', 'LANG:FI', 'PHI:NUM:SG', 'TAIL:ARG,VAL,FIN', 'PF:kaksi', 'ARG', 'PHI:NUM:_', 'PHI:PER:_', 'COMP:n', 'PHI:DET:_'}
kaksi           {'LANG:EN', 'LF:two', 'SPEC:*', 'TAIL:*POL:NEG', 'TAIL:ARG,ASP:BOUNDED', 'COMP:N', 'NUM', 'PF:kaksi', 'COMP:n'}
kaksi_1         {'LF:two', 'SPEC:*', '-VAL', 'COMP:N', 'PHI:GEN:_', 'NUM', 'LANG:FI', 'PHI:NUM:SG', 'TAIL:ARG,VAL,FIN', 'PF:kaksi', 'ARG', 'PHI:NUM:_', 'PHI:PER:_', 'COMP:n', 'PHI:DET:_'}
kaksi_2         {'LANG:EN', 'LF:two', 'SPEC:*', 'TAIL:*POL:NEG', 'TAIL:ARG,ASP:BOUNDED', 'COMP:N', 'NUM', 'PF:kaksi', 'COMP:n'}
kahdet          ['LANG:FI']
kahden          ['LANG:FI']
kaksi-          {'LANG:FI', 'LF:two', 'PF:kaksi', 'SPEC:*', 'COMP:N', 'COMP:n', 'NUM'}
kaupunkia       ['LANG:EN']
kaupunki        {'-COMP:C/fin', '-COMP:A', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-SPEC:N', 'N', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', 'LANG:FI', '-COMP:WH', '-SPEC:ADV', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:C', '-COMP:VA/inf', 'COMP:R', '-SPEC:V', '-COMP:V', '-COMP:v', 'COMP:uR', 'SPEC:A', 'PF:kaupunki', 'COMP:T/prt', 'LF:city', '-SPEC:C/fin', '-COMP:P'}
kaski           ['LANG:FI']
kaskee          ['LANG:FI']
kaske-          {'-SPEC:*', 'PF:kaske', 'LF:order', '-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'LANG:FI', 'SEM:external', 'PHI:NUM:_', 'SPEC:ADV', '-SPEC:T/fin', '-SPEC:FORCE', 'ASP', '-COMP:V', '-COMP:v', 'COMP:P', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', '!COMP:A/inf', 'PHI:PER:_'}
kellon          ['LANG:FI']
kellon          ['LANG:FI']
kellon_n        ['LANG:FI']
kellon_N        ['LANG:FI']
kelloja         ['LANG:FI']
kello           ['LANG:FI']
kello-          {'-COMP:C/fin', '-COMP:A', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-SPEC:N', 'N', '-COMP:AUX', '-SPEC:uWH', 'PF:kello', '-SPEC:P', 'COMP:R/D', 'LANG:FI', '-SPEC:ADV', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:C', '-COMP:VA/inf', 'COMP:R', '-SPEC:V', '-COMP:V', '-COMP:v', 'COMP:P', 'COMP:uR', 'SPEC:A', 'LF:watch', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:WH'}
kello0-         {'PF:kello', 'SPEC:D', 'LANG:FI', 'LF:watch', '2SPEC', '0'}
keta            ['LANG:FI']
kenen           ['LANG:FI']
key             {'-COMP:C/fin', '-COMP:A', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-SPEC:N', 'N', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'LF:key', 'COMP:R/D', '-SPEC:ADV', 'PF:key', 'LANG:EN', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-SPEC:V', '-COMP:V', '-COMP:v', 'COMP:P', 'COMP:uR', 'SPEC:A', '-COMP:VA/inf', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:WH', '-SEM:directional'}
kirja           ['LANG:FI']
kirjan          ['LANG:FI']
kirjaa          ['LANG:FI']
kirja-          {'-COMP:C/fin', '-COMP:A', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-SPEC:N', 'N', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', 'LANG:FI', 'PF:kirja', 'LF:book', '-SPEC:ADV', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-SPEC:V', '-COMP:V', '-COMP:v', 'COMP:P', 'COMP:uR', 'SPEC:A', '-COMP:VA/inf', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:WH', '-SEM:directional'}
knows           ['LANG:EN']
know-           {'LF:know', '-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'PHI:NUM:_', 'PHI:PER:_', 'SPEC:ADV', 'LANG:EN', '-SPEC:T/fin', '-SPEC:FORCE', '!COMP:*', 'ASP', '-COMP:V', '-COMP:v', 'COMP:P', 'COMP:D', 'SPEC:TO/inf', 'V', 'PF:know', 'ARG', 'PHI:DET:_', 'CLASS:TR', '-COMP:P'}
kohti           {'TAIL:V', '-SPEC:C', '-COMP:A', 'SPEC:*', '-SPEC:INF', '-COMP:N', '-VAL', '-SPEC:N', 'PHI:GEN:_', '-SPEC:P', 'LANG:FI', '-COMP:T/fin', '-SPEC:ADV', 'PHI:NUM:_', 'adjoinable', '-SPEC:Neg/fin', 'LF:towards', '-SPEC:iWH', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:ADV', '!COMP:*', '-SPEC:V', '-COMP:uWH', 'COMP:D', '-SPEC:iR', 'PF:kohti', 'ARG', '-COMP:T', '-SPEC:C/fin', '-SPEC:v', 'PHI:PER:_', 'PHI:DET:_', 'P'}
koko            {'-SPEC:C', '!PROBE:N', '-SPEC:MA/lla', '-SPEC:INF', 'PF:koko', '-SPEC:P', 'LANG:FI', '-COMP:T/fin', '-COMP:D', 'adjoinable', '-SPEC:Neg/fin', '-SPEC:T/fin', '-COMP:uR', '!COMP:*', '-ARG', 'LF:all', '-SPEC:V', 'COMP:N', 'D', '-COMP:P', 'TAIL:T'}
kuka            ['LANG:FI']
KUKA            ['LANG:FI']
kuka-           {'-COMP:C/fin', '-COMP:A', 'COMP:D/rel', 'PHI', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-SPEC:N', 'N', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', 'LANG:FI', 'LF:who', '-COMP:WH', '-SPEC:ADV', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-SPEC:V', '-COMP:V', '-COMP:v', 'COMP:P', 'COMP:uR', 'SPEC:A', '-COMP:VA/inf', 'COMP:T/prt', '-SPEC:C/fin', 'PF:kuka'}
kuorsaa         ['LANG:FI']
kuorsaamalla    ['LANG:FI']
kuorsaa-        {'PF:kuorsaa', '-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'LANG:FI', '-COMP:T/fin', 'PHI:NUM:_', 'SPEC:ADV', '-COMP:D', '-SPEC:T/fin', '-SPEC:FORCE', 'ASP', '-COMP:V', 'COMP:P', '-COMP:v', 'SPEC:TO/inf', 'V', 'LF:snore', 'ARG', 'PHI:DET:_', '-COMP:WH', 'PHI:PER:_'}
kysyi           ['LANG:EN']
kysy-           {'!PROBE:FORCE:OP:WH', '-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'LANG:FI', 'LF:ask', 'PHI:NUM:_', 'SPEC:ADV', '-SPEC:T/fin', '-SPEC:FORCE', 'ASP', '-COMP:V', '-COMP:v', 'COMP:P', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', 'PHI:PER:_', 'PF:kysya'}
lahella         {'-COMP:C/fin', '-SPEC:C', '-SPEC:INF', '-COMP:N', 'PHI:GEN:_', '-SPEC:P', 'LANG:FI', '-COMP:T/fin', '-SPEC:ADV', 'PHI:PER:_', 'VAL', 'adjoinable', '-SPEC:iWH', '-SPEC:FORCE', '-COMP:FORCE', '-COMP:ADV', '-SPEC:V', '-SPEC:iR', 'INF', 'ARG', '-COMP:T', 'PHI:DET:_', 'PF:lahella', 'P', '-COMP:A', 'SPEC:*', '-SPEC:N', 'COMP:v', 'PHI:NUM:_', '-SPEC:Neg/fin', '!SPEC:D', '-SPEC:T/fin', '!COMP:*', '-COMP:uWH', 'COMP:D', 'COMP:V', '-SPEC:C/fin', '!SPEC:*', '-SPEC:v', 'LF:near'}
lahella         {'-SPEC:C', '-COMP:A', 'SPEC:*', '-SPEC:INF', '-COMP:N', '-VAL', '-SPEC:N', 'PHI:GEN:_', '-SPEC:P', 'LANG:FI', '-COMP:T/fin', '-SPEC:ADV', 'PHI:NUM:_', 'PHI:PER:_', 'PHI:DET:_', 'adjoinable', '-SPEC:Neg/fin', '-SPEC:iWH', '-SPEC:FORCE', '-SPEC:T/fin', '!COMP:*', '-COMP:ADV', '-SPEC:V', '!COMP:D', '-COMP:uWH', 'COMP:D', '-SPEC:iR', 'ARG', '-COMP:T', '-SPEC:C/fin', '-SPEC:v', 'LF:near', 'PF:lahella', 'P'}
lahella_1       {'-SPEC:C', '-COMP:A', 'SPEC:*', '-SPEC:INF', '-COMP:N', '-VAL', '-SPEC:N', 'PHI:GEN:_', '-SPEC:P', 'LANG:FI', '-COMP:T/fin', '-SPEC:ADV', 'PHI:NUM:_', 'PHI:PER:_', 'PHI:DET:_', 'adjoinable', '-SPEC:Neg/fin', '-SPEC:iWH', '-SPEC:FORCE', '-SPEC:T/fin', '!COMP:*', '-COMP:ADV', '-SPEC:V', '!COMP:D', '-COMP:uWH', 'COMP:D', '-SPEC:iR', 'ARG', '-COMP:T', '-SPEC:C/fin', '-SPEC:v', 'LF:near', 'PF:lahella', 'P'}
lahella_2       {'-COMP:C/fin', '-SPEC:C', '-SPEC:INF', '-COMP:N', 'PHI:GEN:_', '-SPEC:P', 'LANG:FI', '-COMP:T/fin', '-SPEC:ADV', 'PHI:PER:_', 'VAL', 'adjoinable', '-SPEC:iWH', '-SPEC:FORCE', '-COMP:FORCE', '-COMP:ADV', '-SPEC:V', '-SPEC:iR', 'INF', 'ARG', '-COMP:T', 'PHI:DET:_', 'PF:lahella', 'P', '-COMP:A', 'SPEC:*', '-SPEC:N', 'COMP:v', 'PHI:NUM:_', '-SPEC:Neg/fin', '!SPEC:D', '-SPEC:T/fin', '!COMP:*', '-COMP:uWH', 'COMP:D', 'COMP:V', '-SPEC:C/fin', '!SPEC:*', '-SPEC:v', 'LF:near'}
lahtee          ['LANG:FI']
lahtea          ['LANG:FI']
lahtemaan       ['LANG:FI']
lahtevan        ['LANG:FI']
lahtevansa      ['LANG:FI']
lahtevani       ['LANG:FI']
lahtemassa      ['LANG:FI']
lahtematta      ['LANG:FI']
lahtemalla      ['LANG:FI']
lahtiessa       ['LANG:FI']
lahtiessaan     ['LANG:FI']
lahdettyaan     ['LANG:FI']
lahdettya       ['LANG:FI']
lahde           ['LANG:FI']
lahti           ['LANG:FI']
lahte-          {'SPEC:D', '-COMP:MA/inf', '-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'LF:leave', 'LANG:FI', 'PHI:NUM:_', 'COMP:PP', '-COMP:D', 'SPEC:ADV', '-SPEC:T/fin', '-SPEC:FORCE', 'PF:lahtea', 'ASP', '-COMP:V', '-COMP:v', 'COMP:P', 'SPEC:TO/inf', 'V', 'CLASS:INTR', 'ARG', 'PHI:DET:_', 'PHI:PER:_'}
lavano          ['LANG:IT']
lava-           {'SPEC:P', '-VAL', '-COMP:N', 'PHI:GEN:_', 'PHI:NUM:_', 'SPEC:ADV', 'LANG:IT', '-SPEC:T/fin', '-SPEC:FORCE', '!COMP:*', 'ASP', 'LF:wash', 'PF:lava', '-COMP:V', '-COMP:v', 'COMP:D', 'COMP:P', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', 'PHI:PER:_'}
lavato          ['LANG:IT']
lavata          ['LANG:IT']
lavare          ['LANG:IT']
lavati          ['LANG:IT']
lavando         ['LANG:IT']
lavo            ['LANG:IT']
lavi            ['LANG:IT']
lava            ['LANG:IT']
le              {'-SPEC:C', '!PROBE:N', '-SPEC:MA/lla', '-SPEC:INF', '-SPEC:P', '-COMP:T/fin', '-COMP:D', 'LANG:IT', 'adjoinable', '-SPEC:Neg/fin', '-SPEC:T/fin', 'PF:le', '-COMP:uR', '!COMP:*', '-ARG', '-SPEC:V', 'COMP:N', 'LF:D', 'D', '-COMP:P'}
leaves          ['LANG:EN']
leave           {'PF:leave', '-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'LF:leave', '-COMP:T/fin', 'PHI:NUM:_', 'SPEC:ADV', '!SPEC:D', 'LANG:EN', '-SPEC:T/fin', '-SPEC:FORCE', 'ASP', '-COMP:V', '-COMP:v', 'COMP:P', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', 'PHI:PER:_'}
leave-          {'PF:leave', '-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'LF:leave', '-COMP:T/fin', 'PHI:NUM:_', 'SPEC:ADV', '!SPEC:D', 'LANG:EN', '-SPEC:T/fin', '-SPEC:FORCE', 'ASP', '-COMP:V', '-COMP:v', 'COMP:P', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', 'PHI:PER:_'}
like-           {'-VAL', '-COMP:N', 'SPEC:P', 'LF:like', 'PHI:GEN:_', 'PHI:NUM:_', 'SPEC:ADV', 'LANG:EN', '-SPEC:T/fin', '-SPEC:FORCE', '!COMP:D', 'ASP', '-COMP:V', 'PF:like', '-COMP:v', 'COMP:P', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', 'PHI:PER:_'}
likes           ['LANG:EN']
like            {'-VAL', '-COMP:N', 'SPEC:P', 'LF:like', 'PHI:GEN:_', 'PHI:NUM:_', 'SPEC:ADV', 'LANG:EN', '-SPEC:T/fin', '-SPEC:FORCE', '!COMP:D', 'ASP', '-COMP:V', 'PF:like', '-COMP:v', 'COMP:P', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', 'PHI:PER:_'}
little          ['LANG:EN']
little-         {'LANG:EN', 'SPEC:D', 'LF:little', '2SPEC', '0', 'PF:little-'}
lle             {'-SPEC:*', '-SPEC:C', '-COMP:A', 'TAIL:V,+SEM:directional', '-SPEC:INF', '-COMP:N', '-VAL', '-SPEC:N', 'PHI:GEN:_', '+SEM:directional', '-SPEC:P', 'LANG:FI', '-COMP:T/fin', '-SPEC:ADV', 'PHI:NUM:_', 'adjoinable', '-SPEC:Neg/fin', 'PF:P(lle)', 'LF:for', '-SPEC:iWH', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:ADV', '!COMP:*', '-SPEC:V', '-COMP:uWH', 'COMP:D', '-SPEC:iR', 'ARG', '-COMP:T', '-SPEC:C/fin', '-SPEC:v', 'PHI:PER:_', 'PHI:DET:_', 'P'}
lla             {'-SPEC:C', '-COMP:A', 'SPEC:*', '-SPEC:INF', '-COMP:N', '-VAL', '-SPEC:N', 'PHI:GEN:_', '-SPEC:P', 'LANG:FI', '-COMP:T/fin', '-SPEC:ADV', 'PHI:NUM:_', 'TAIL:*V', 'adjoinable', '-SPEC:Neg/fin', '-SPEC:v', '-SPEC:iWH', '-SPEC:FORCE', '-SPEC:T/fin', '-COMP:ADV', '!COMP:*', '-SPEC:V', '-COMP:uWH', 'COMP:D', '-SPEC:iR', 'LF:by', 'PF:P(lla)', 'ARG', '-COMP:T', '-SPEC:C/fin', 'PHI:PER:_', 'TAIL:T', 'PHI:DET:_', 'P'}
Luisa           ['LANG:IT']
Luisa-          {'-COMP:C/fin', '-COMP:A', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-SPEC:N', 'N', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', '-COMP:WH', '-SPEC:ADV', 'LANG:IT', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-SPEC:V', '-COMP:V', '-COMP:v', 'COMP:P', 'LF:Luisa', 'COMP:uR', 'SPEC:A', '-COMP:VA/inf', '-SEM:directional', '-SPEC:C/fin', 'COMP:T/prt', 'PF:Luisa'}
lukemalla       ['LANG:FI']
lukee           ['LANG:FI']
luke-           {'-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'LANG:FI', 'LF:read', 'PHI:NUM:_', 'SPEC:ADV', 'PHI:PER:_', '-SPEC:T/fin', '-SPEC:FORCE', '!COMP:*', 'ASP', '-COMP:V', '-COMP:v', 'COMP:P', 'COMP:D', 'PF:luke', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', 'CLASS:TR', '-COMP:P'}
loydetty        ['LANG:FI']
loydettiin      ['LANG:FI']
loysimme        ['LANG:FI']
loysi           ['LANG:FI']
loytaa          ['LANG:FI']
loyta-          {'ASP:BOUNDED', '-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'LANG:FI', 'PHI:NUM:_', 'PHI:PER:_', 'SPEC:ADV', 'LF:find', 'PF:loyta-', '-SPEC:T/fin', '-SPEC:FORCE', '!COMP:*', '!COMP:D', 'ASP', '-COMP:V', '-COMP:v', 'COMP:P', 'COMP:D', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', 'CLASS:TR', '-COMP:P'}
Mary            ['LANG:EN']
Mary-           {'LF:Mary', '-COMP:C/fin', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', '-SPEC:ADV', 'PF:Mary', 'LANG:EN', '-SPEC:FORCE', '-SPEC:V', '-COMP:v', 'COMP:uR', '-COMP:VA/inf', 'COMP:T/prt', '-COMP:A', '-SPEC:N', 'N', '-adjoinable', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-COMP:V', 'COMP:P', 'SPEC:A', '-SPEC:C/fin', '-COMP:WH', '-SEM:directional'}
Merja           ['LANG:FI']
Merjan          ['LANG:FI']
Merjan_acc      ['LANG:FI']
Merja_0acc      ['LANG:FI']
Merjan_gen      ['LANG:FI']
Merjan_poss     ['LANG:FI']
Merjaa          ['LANG:FI']
Merjaahan       ['LANG:FI']
Merja-          {'PF:Merja', '-COMP:C/fin', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', 'LANG:FI', '-SPEC:ADV', '-SPEC:FORCE', 'LF:Merja', '-SPEC:V', '-COMP:v', 'COMP:uR', '-COMP:VA/inf', 'COMP:T/prt', '-COMP:A', '-SPEC:N', 'N', '-adjoinable', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-COMP:V', 'COMP:P', 'SPEC:A', '-SPEC:C/fin', '-COMP:WH', '-SEM:directional'}
Merjalle        ['LANG:EN']
Merjalla        ['LANG:EN']
malla           {'-SPEC:FORCE', '-SPEC:T/fin', 'MA/inf', 'SPEC:*', 'PF:malla', '-SPEC:N', 'ADV', 'LF:by', 'COMP:v', 'LANG:FI', 'adjoinable', 'TAIL:T', '-SPEC:Neg/fin'}
meren           ['LANG:FI']
mere-           {'-COMP:C/fin', '-COMP:A', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', 'PF:meri', '-SPEC:N', 'N', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', 'LANG:FI', '-SPEC:ADV', 'LF:ocean', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-SPEC:V', '-COMP:V', '-COMP:v', 'COMP:P', 'COMP:uR', 'SPEC:A', '-COMP:VA/inf', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:WH'}
mies            {'-COMP:C/fin', '-COMP:A', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', 'PF:mies', '-SPEC:N', 'N', 'LF:man', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', 'LANG:FI', '-SPEC:ADV', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-SPEC:V', '-COMP:V', '-COMP:v', 'COMP:P', 'COMP:uR', 'SPEC:A', '-COMP:VA/inf', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:WH'}
mistake         {'-COMP:C/fin', '-COMP:A', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-SPEC:N', 'N', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', '-SPEC:ADV', 'LANG:EN', '-SPEC:FORCE', '-SPEC:T/fin', 'PF:mistake', 'COMP:C', 'COMP:R', '-SPEC:V', '-COMP:V', '-COMP:v', 'COMP:P', 'LF:mistake', 'COMP:uR', 'SPEC:A', '-COMP:VA/inf', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:WH'}
minka           ['LANG:FI']
mika            ['LANG:FI']
mika-           {'-COMP:C/fin', '-COMP:A', 'PF:mika-', 'COMP:D/rel', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-SPEC:N', 'N', '-COMP:AUX', '-SPEC:uWH', '-SPEC:P', 'COMP:R/D', 'LANG:FI', '-SPEC:ADV', 'LF:what', '-SPEC:FORCE', '-SPEC:T/fin', 'COMP:C', 'COMP:R', '-SPEC:V', '-COMP:V', '-COMP:v', 'COMP:P', 'COMP:uR', 'SPEC:A', '-COMP:VA/inf', 'COMP:T/prt', '-SPEC:C/fin', '-COMP:WH'}
mita            ['LANG:FI']
moved           ['LANG:EN']
move'           ['LANG:EN']
move-           {'-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', '+SEM:directional', 'PF:move', 'PHI:NUM:_', 'PHI:PER:_', 'SPEC:ADV', '-SPEC:T/fin', '-SPEC:FORCE', '!COMP:*', 'ASP', '-COMP:V', '-COMP:v', 'COMP:P', 'COMP:D', 'LANGN:EN', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', 'CLASS:TR', '-COMP:P', 'LF:move'}
mukavasti       ['LANG:EN']
mukava-         {'SPEC:D', 'LANG:FI', 'PF:mukavasti', 'LF:comfortably', '2SPEC', '0'}
must            {'SPEC:D', '-SPEC:C', 'SPEC:FORCE', 'SPEC:*', 'PHI:GEN:_', '-SPEC:N', '!PROBE:V', '-SPEC:TO/inf', 'COMP:Neg', 'COMP:v', '-COMP:T/fin', '-SPEC:T/prt', 'MODAL', '!SPEC:*', 'PHI:NUM:_', 'VAL', 'T/fin', 'LANG:EN', '-SPEC:Neg', '-SPEC:T/fin', 'T', '-adjoinable', 'PF:must', 'SPEC:C/fin', '!COMP:*', '-SPEC:V', 'LF:must', 'FIN', '-COMP:INF', 'COMP:V', 'SPEC:TO/inf', 'ARG', 'PHI:DET:_', 'COMP:T/prt', '-SPEC:v', 'PHI:PER:_'}
myi             ['LANG:FI']
myynyt          ['LANG:FI']
myyda           ['LANG:FI']
myy-            {'ASP:BOUNDED', '-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'LANG:FI', '-COMP:T/fin', 'PHI:NUM:_', 'SPEC:ADV', 'PHI:PER:_', 'LF:sell', '-SPEC:T/fin', '-SPEC:FORCE', '!COMP:*', 'ASP', '-COMP:Neg/fin', '-COMP:V', '-COMP:v', 'COMP:P', 'COMP:D', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', 'PF:myy', 'CLASS:TR', '-COMP:P'}
naki            ['LANG:FI']
nakee           ['LANG:FI']
nake-           {'-COMP:MA/ssa', 'ASP:BOUNDED', '-VAL', '-COMP:N', 'SPEC:P', 'PHI:GEN:_', 'PF:nake', '-COMP:MA/tta', 'LANG:FI', 'PHI:NUM:_', 'PHI:PER:_', 'SPEC:ADV', '-COMP:ESSA/inf', '-SPEC:T/fin', '-SPEC:FORCE', '!COMP:*', 'ASP', '-COMP:V', '-COMP:v', 'COMP:P', 'COMP:D', 'SPEC:TO/inf', 'V', 'ARG', 'PHI:DET:_', 'CLASS:TR', '-COMP:P', 'LF:see'}
nayttaa         ['LANG:FI']
naytta-         {'SEM:internal', 'SPEC:P', '-COMP:N', 'LANG:FI', 'SPEC:ADV', 'VAL', '!SPEC:D', '-SPEC:T/fin', 'PF:naytta', 'LF:seem', '-SPEC:FORCE', '-ARG', 'ASP', '-COMP:V', '-COMP:v', 'COMP:P', 'SPEC:TO/inf', 'V', '!COMP:VA/inf'}
ndo             {'LANG:EN', '-SPEC:T/fin', '-COMP:C/fin', 'LF:ing', '-COMP:FORCE', '!COMP:*', '-SPEC:V', 'PF:PRG', 'COMP:v', 'COMP:V', 'INF', '-COMP:T/fin', 'VAL', '?ARG', 'PRG'}
ne              {'-SPEC:C', '!PROBE:N', '-SPEC:MA/lla', 'PHI:NUM:PL', '-SPEC:INF', '-SPEC:P', 'LANG:FI', '-COMP:T/fin', '-COMP:D', 'adjoinable', '-SPEC:Neg/fin', '-SPEC:T/fin', '-COMP:uR', '!COMP:*', 'LF:those', '-ARG', 'PHI:PER:3', '-SPEC:V', 'COMP:N', 'D', 'PF:ne', '-COMP:P'}
niiden          ['LANG:EN']
nen             {'-SPEC:D', 'LF:ing', 'PF:a', 'SPEC:*', '-SPEC:A', 'TAIL:D', 'LANG:FI', 'A', 'COMP:0'}
not             {'LANG:EN', '-SPEC:T/fin', 'PF:not', '-COMP:D', 'SPEC:*', '!COMP:*', '-VAL', '-COMP:C', 'PHI:GEN:_', 'POL:NEG', 'LF:not', 'ARG', 'PHI:NUM:_', 'Neg', 'PHI:PER:_', '-COMP:FIN', 'PHI:DET:_'}
nukahti         ['LANG:FI']
nukkunut        ['LANG:FI']
nukuttiin       ['LANG:FI']
nukkua          ['LANG:FI']
nukkui          ['LANG:FI']
nukkuu          ['LANG:FI']
